Name,Image_URL 
Ammit Eternal,https://cards.scryfall.io/normal/front/1/b/1b04934f-87d1-4768-b7b5-5f7249a09771.jpg?1562791269
Wasteland,https://cards.scryfall.io/normal/front/1/b/1b04fea2-ef5b-4311-bc52-8222f1501eac.jpg?1561756751
Transmogrifying Wand,https://cards.scryfall.io/normal/front/1/b/1b06b670-7238-4732-85fd-ac6abebea57f.jpg?1562300746
Trench Wurm,https://cards.scryfall.io/normal/front/1/b/1b076f85-d1bf-491a-af9d-f35b8e1bd163.jpg?1562900334
Jetpack Death Seltzer,https://cards.scryfall.io/normal/front/1/b/1b09757f-22bb-4ae0-874f-67959b537da0.jpg?1675457110
Phyrexian Colossus,https://cards.scryfall.io/normal/front/1/b/1b0ba37a-ce52-4c01-89aa-25e90cda04ba.jpg?1562900669
Induce Despair,https://cards.scryfall.io/normal/front/1/b/1b0c6980-a371-4cb5-b684-3ebddd4890f8.jpg?1562701654
Silverbluff Bridge // Silverbluff Bridge,
Hall of the Bandit Lord,https://cards.scryfall.io/normal/front/1/b/1b0d75ad-82a9-4145-ba3c-df4a86bd91d7.jpg?1682691009
Renegade Map,https://cards.scryfall.io/normal/front/1/b/1b0d77f5-eaed-4b10-8431-e81e60336fd0.jpg?1573517400
Demolish,https://cards.scryfall.io/normal/front/1/b/1b0fb13b-60f0-4b96-b63c-8a9df745bfca.jpg?1562732100
"Shanid, Sleepers' Scourge",https://cards.scryfall.io/normal/front/1/b/1b0fb859-055d-4aa1-814c-0894cd2ccd4a.jpg?1673304703
Ideas Unbound,https://cards.scryfall.io/normal/front/1/b/1b0fe46d-08d6-48c3-be0d-650d8d3d66af.jpg?1562492548
"Sygg, River Cutthroat",https://cards.scryfall.io/normal/front/1/b/1b10e23a-7cf5-47dc-9c51-5cbe444a99c7.jpg?1604197497
Aven Wind Mage,https://cards.scryfall.io/normal/front/1/b/1b12dfc1-81f2-44b2-baa2-73cc21363978.jpg?1562300751
Shadowbeast Sighting,https://cards.scryfall.io/normal/front/1/b/1b12e978-4deb-4ccc-8ae6-462bc4598c90.jpg?1636224740
Bonehoard,https://cards.scryfall.io/normal/front/1/b/1b146240-2899-43b6-adc6-930905a0d5b7.jpg?1599766984
Mana Echoes,https://cards.scryfall.io/normal/front/1/b/1b15d04c-62cb-4704-8cc7-9842cef27a1b.jpg?1562901360
Flash Flood,https://cards.scryfall.io/normal/front/1/b/1b15f78d-6133-4404-b9f7-b8c91b587ea7.jpg?1562900344
"Higure, the Still Wind",https://cards.scryfall.io/normal/front/1/b/1b17ebb8-23e1-4c76-9184-52faa49be274.jpg?1682345332
"Neheb, the Eternal // Neheb, the Eternal",
Settle the Score,https://cards.scryfall.io/normal/front/1/b/1b18558f-6b40-4d1d-859a-3ba68950f064.jpg?1562732145
Mystic Archaeologist,https://cards.scryfall.io/normal/front/1/b/1b19cad0-5754-4625-8303-c8310bc7cbd5.jpg?1562300755
Yavimaya Iconoclast,https://cards.scryfall.io/normal/front/1/b/1b1af9be-7f5e-48e9-a6e7-9261e199812e.jpg?1673307877
"Niv-Mizzet, Dracogenius",https://cards.scryfall.io/normal/front/1/b/1b1c4bed-9b6b-42f9-939d-ece0f959a0a3.jpg?1562601531
Gollum's Bite,https://cards.scryfall.io/normal/front/1/b/1b1e790e-ff82-4888-8aee-9986c646241a.jpg?1686968460
Brawn,https://cards.scryfall.io/normal/front/1/b/1b1e9fd4-45fb-451f-9410-a318ff8bf69e.jpg?1562900355
Change of Fortune // Change of Fortune,
"Tibalt, Wicked Tormentor",https://cards.scryfall.io/normal/front/1/b/1b1f5505-e2fc-4782-991e-b984a3d0e45f.jpg?1680465623
Gray Harbor Merfolk,https://cards.scryfall.io/normal/front/1/b/1b211832-907e-43d6-81af-c58fdd427303.jpg?1674135577
Sunblast Angel,https://cards.scryfall.io/normal/front/1/b/1b21bfb2-c20d-47f8-809d-19ea7702fb70.jpg?1581708345
Alexander Clamilton,https://cards.scryfall.io/normal/front/1/b/1b23f587-8815-4134-b7ea-30bdd6fb382c.jpg?1664307863
Quarry Hauler,https://cards.scryfall.io/normal/front/1/b/1b2877c5-7680-4c2d-8e46-1d4548f0b03a.jpg?1543675936
Rattleclaw Mystic,https://cards.scryfall.io/normal/front/1/b/1b29c166-7a58-4963-b846-02bf3c8988a4.jpg?1562701602
Maraleaf Rider,https://cards.scryfall.io/normal/front/1/b/1b2b198d-493c-4d6c-bfb6-e842728522f6.jpg?1572490611
Trip Noose,https://cards.scryfall.io/normal/front/1/b/1b2b3dd8-cedb-4577-8897-967952dd3c13.jpg?1562827445
Heroes' Podium,https://cards.scryfall.io/normal/front/1/b/1b2bee5c-7ea0-4713-a60b-dccaf89c5d48.jpg?1673305808
Lightning Helix,https://cards.scryfall.io/normal/front/1/b/1b2ecf55-c1cc-4b28-b7ce-e1b25305155e.jpg?1598917140
Haunted Fengraf,https://cards.scryfall.io/normal/front/1/b/1b2ef3b0-5b73-4bf2-bbae-0e419bd498c9.jpg?1562433430
"Thalia, Heretic Cathar",https://cards.scryfall.io/normal/front/1/b/1b2f1c24-ca6f-4524-a724-aaad45c244dc.jpg?1562543227
Darksteel Reactor,https://cards.scryfall.io/normal/front/1/b/1b2f1e30-7b30-4853-aeac-3b0933d4ac5e.jpg?1562635655
Palace Sentinels,https://cards.scryfall.io/normal/front/1/b/1b2f7b10-b486-48dc-a87b-c315d99f3519.jpg?1573506129
Cadaver Imp,https://cards.scryfall.io/normal/front/1/b/1b2f83d5-9269-4297-b507-558c2bdec32b.jpg?1562701660
"Farideh, Devil's Chosen",https://cards.scryfall.io/normal/front/1/b/1b2ff142-029b-4446-960a-2ff200fb9aee.jpg?1627708878
Stonewood Invocation,https://cards.scryfall.io/normal/front/1/b/1b300e67-04d2-4c69-b516-c5cc0a6ff2e7.jpg?1562900700
Nurturing Presence,https://cards.scryfall.io/normal/front/1/b/1b302947-5d66-425d-b67e-bf1d5846d490.jpg?1673161526
Jade Orb of Dragonkind,https://cards.scryfall.io/normal/front/1/b/1b32bae4-65e4-4bdb-8bc5-b98a5aac1568.jpg?1674137145
Prophet of Kruphix,https://cards.scryfall.io/normal/front/1/b/1b33df4a-151a-43ab-a72c-e163d8cadf12.jpg?1561756753
Incorrigible Youths,https://cards.scryfall.io/normal/front/1/b/1b346287-02df-4da8-a675-b450f2bdeb92.jpg?1630249237
Reaper King,https://cards.scryfall.io/normal/front/1/b/1b3463a8-79f6-4fec-afd6-ad8c412d648c.jpg?1582068670
"Elspeth, Knight-Errant",https://cards.scryfall.io/normal/front/1/b/1b350e59-376b-46ab-a34a-cc124eca5fba.jpg?1562269791
Sea Gate Oracle,https://cards.scryfall.io/normal/front/1/b/1b35add6-630c-4b3a-bf30-8b0ed5d0550f.jpg?1592754405
Two-Headed Hellkite,https://cards.scryfall.io/normal/front/1/b/1b363509-ddc8-4bf1-8817-acd8345cde4f.jpg?1686851899
Painwracker Oni,https://cards.scryfall.io/normal/front/1/b/1b371b32-7758-4dc9-b4c5-1d1df1f1826a.jpg?1562757953
Talons of Wildwood,https://cards.scryfall.io/normal/front/1/b/1b372c44-fd8f-42ba-bdea-103cc7474ebe.jpg?1573514674
Champion of the Perished,https://cards.scryfall.io/normal/front/1/b/1b384260-9bf9-40f4-8a49-cc4936531a89.jpg?1641079792
Chandra's Outrage,https://cards.scryfall.io/normal/front/1/b/1b3850f0-13ed-40c5-8423-8b196132a97a.jpg?1562634572
"Yosei, the Morning Star",https://cards.scryfall.io/normal/front/1/b/1b38f14a-bd10-47c1-8772-5abe0a0b243f.jpg?1562757955
Breaking Wave,https://cards.scryfall.io/normal/front/1/b/1b39cd77-97aa-4099-8405-366f82079758.jpg?1562900378
Boggart Shenanigans,https://cards.scryfall.io/normal/front/1/b/1b3c0ea9-270d-4738-9462-7f48fecb4bf4.jpg?1562339925
Gilt-Leaf Palace,https://cards.scryfall.io/normal/front/1/b/1b3dff0f-5f2a-4533-a5b6-be0dd11abc95.jpg?1573517758
Flare of Faith,https://cards.scryfall.io/normal/front/1/b/1b4354c6-ea21-46c0-93c4-744dbacbfcf4.jpg?1634346842
Squire,https://cards.scryfall.io/normal/front/1/b/1b4391e8-8d3e-42d2-ab01-08fe68771ed1.jpg?1679744405
Squealing Devil,https://cards.scryfall.io/normal/front/1/b/1b445a0e-798d-4f82-88cc-04f600d38e49.jpg?1593273246
The Surgical Bay,https://cards.scryfall.io/normal/front/1/b/1b49ec35-2c4f-4144-85fe-226f7cb67266.jpg?1675957281
Nissa Revane,https://cards.scryfall.io/normal/front/1/b/1b4c26ab-0f7b-4163-b9e4-a415b91352a6.jpg?1562610283
Bontu's Last Reckoning,https://cards.scryfall.io/normal/front/1/b/1b4d0102-c0d6-4d50-941a-dd1c3575a3a8.jpg?1562791273
Fireshrieker,https://cards.scryfall.io/normal/front/1/b/1b4d0d12-5bd6-4d2f-8913-fe690c441104.jpg?1608917797
Hooded Brawler,https://cards.scryfall.io/normal/front/1/b/1b4dab03-abf1-4c8f-983e-77dffcfb1578.jpg?1543675871
Stone Golem,https://cards.scryfall.io/normal/front/1/b/1b4de70a-729b-4566-b6f3-c76f551405a5.jpg?1592517753
Burly Breaker // Dire-Strain Demolisher,
Narrow-Minded Baloney Fireworks,https://cards.scryfall.io/normal/front/1/b/1b516ae7-2891-40e9-80a1-48ec62171275.jpg?1675457043
Vanquisher's Banner,https://cards.scryfall.io/normal/front/1/b/1b56ca43-4652-4faa-ac25-e48f57315634.jpg?1562900151
Violent Outburst,https://cards.scryfall.io/normal/front/1/b/1b58856a-f88e-4625-8636-62b5c717b956.jpg?1562639969
Stormcloud Spirit,https://cards.scryfall.io/normal/front/1/b/1b596f7b-cd23-486d-8e8e-97358947c275.jpg?1545872979
Double Vision,https://cards.scryfall.io/normal/front/1/b/1b597992-8e11-41a0-ac87-33fffd82b993.jpg?1673484331
Masticore,https://cards.scryfall.io/normal/front/1/b/1b5a3ad3-c20d-4f01-8c00-e1836046be50.jpg?1562766554
"Venser, Corpse Puppet",https://cards.scryfall.io/normal/front/1/b/1b5b94b8-0420-40f2-b989-39cb43cff916.jpg?1675957216
Lawless Broker,https://cards.scryfall.io/normal/front/1/b/1b5bfff7-aa23-42ef-af1b-bc3304bd3a17.jpg?1576381696
Sheoldred // The True Scriptures,
Abundant Maw,https://cards.scryfall.io/normal/front/1/b/1b606200-a4c0-4e89-b558-4cec72d4409f.jpg?1678945260
Murderer's Axe,https://cards.scryfall.io/normal/front/1/b/1b612f16-b7ae-4343-b08f-c2ebe19558e3.jpg?1678945294
Rogue Elephant,https://cards.scryfall.io/normal/front/1/b/1b622b2f-84ad-4203-97fa-35af09e1c370.jpg?1562799604
Omenspeaker,https://cards.scryfall.io/normal/front/1/b/1b635abe-ad7e-44b8-b3fe-6e365db87c29.jpg?1608909336
Hurloon Minotaur,https://cards.scryfall.io/normal/front/1/b/1b64ea4d-cbfc-4ae3-92ce-5ca39f06046c.jpg?1539999109
Keeper of the Accord,https://cards.scryfall.io/normal/front/1/b/1b65b68b-aec3-49b1-a26e-fab1d7c7514f.jpg?1693263880
Phyrexian Triniform,https://cards.scryfall.io/normal/front/1/b/1b66815d-f895-4c3b-be46-7f1e3b478cf5.jpg?1682210144
"Winota, Joiner of Forces",https://cards.scryfall.io/normal/front/1/b/1b668301-be41-4184-b7e7-1f133a1b06bb.jpg?1630629857
Krovikan Scoundrel,https://cards.scryfall.io/normal/front/1/b/1b672836-dba8-4a32-ac04-616644268534.jpg?1597377000
"Karn, Living Legacy",https://cards.scryfall.io/normal/front/1/b/1b674243-f953-4d67-b15f-dd7ad88c289e.jpg?1681396304
Consulate Turret,https://cards.scryfall.io/normal/front/1/b/1b67f56e-f35f-4b10-8ec1-baa1a348d3c2.jpg?1605329571
Soltari Guerrillas,https://cards.scryfall.io/normal/front/1/b/1b683571-6ac5-4d65-99a6-981755ed4764.jpg?1562052792
"Chandra, Acolyte of Flame",https://cards.scryfall.io/normal/front/1/b/1b69993a-02ae-4eed-be6f-5682e2abb10e.jpg?1564079860
"Solphim, Mayhem Dominus",https://cards.scryfall.io/normal/front/1/b/1b6ac6a1-d792-473a-a189-5282ae7559a7.jpg?1675957506
Cloud Key,https://cards.scryfall.io/normal/front/1/b/1b6c0ff0-9dfe-450d-aec4-37b89ecceda8.jpg?1674091865
Storm Caller,https://cards.scryfall.io/normal/front/1/b/1b6d123c-c16d-43fa-b183-8a59c7e1a11e.jpg?1596250199
Flamekin Bladewhirl,https://cards.scryfall.io/normal/front/1/b/1b6ea1c8-ca58-4240-adb7-71cd49664414.jpg?1562339936
Azorius Signet,https://cards.scryfall.io/normal/front/1/b/1b6ed82a-42a9-4024-bcad-7c2899882767.jpg?1631235655
Steel Seraph,https://cards.scryfall.io/normal/front/1/b/1b6ef5f5-4058-4f89-a573-9e2da87a9f2e.jpg?1674420417
Release the Ants,https://cards.scryfall.io/normal/front/1/b/1b6f1afb-2451-4611-ac3e-3513a4651719.jpg?1562877157
Ixidor's Will,https://cards.scryfall.io/normal/front/1/b/1b713448-853a-41ee-a302-963e9c1c1c65.jpg?1562901464
Suq'Ata Assassin,https://cards.scryfall.io/normal/front/1/b/1b7178c6-f989-437d-83e3-04b9817f2c54.jpg?1562276976
Lazotep Sliver,https://cards.scryfall.io/normal/front/1/b/1b72fb20-4d91-40b0-9dc5-24924e758925.jpg?1690003480
Ziatora's Envoy,https://cards.scryfall.io/normal/front/1/b/1b735943-847c-4f5a-8377-b46fc0f46761.jpg?1675618282
Glasses of Urza,https://cards.scryfall.io/normal/front/1/b/1b74d903-c8c3-4362-9d4e-bed51563e0ea.jpg?1559593339
Embiggen,https://cards.scryfall.io/normal/front/1/b/1b759c27-9fb6-4c23-adc1-f6d3f3a0eb52.jpg?1674173500
Grenzo's Rebuttal,https://cards.scryfall.io/normal/front/1/b/1b798ace-18e4-45fb-98ae-69528f7b5a2f.jpg?1562864482
Rousing of Souls,https://cards.scryfall.io/normal/front/1/b/1b7a47cc-9311-4f92-b19c-8956db5f2b5f.jpg?1562864483
Lightning Colt,https://cards.scryfall.io/normal/front/1/b/1b7a9707-24fc-4214-8572-7ca47575b782.jpg?1629919699
Reality Twist,https://cards.scryfall.io/normal/front/1/b/1b7e955c-3de2-430c-93b9-0b39ccea5420.jpg?1562900174
Abzan Guide,https://cards.scryfall.io/normal/front/1/b/1b7f7158-4a31-4a1c-bf3b-574c0b09276a.jpg?1562783275
Dreamshackle Geist,https://cards.scryfall.io/normal/front/1/b/1b81d90b-708a-48c9-a478-e3b0a3d7e982.jpg?1643587791
Captivating Vampire,https://cards.scryfall.io/normal/front/1/b/1b825bd1-9cbc-45a8-bfbe-fc3e8fdc575e.jpg?1562601552
Freewind Equenaut,https://cards.scryfall.io/normal/front/1/b/1b82b76d-697b-4312-aab5-bf741c207438.jpg?1593272490
Invasion of New Phyrexia // Teferi Akosa of Zhalfir,
Tallyman of Nurgle,https://cards.scryfall.io/normal/front/1/b/1b842bc9-6fbe-479f-85c9-0fcec8c98379.jpg?1674058903
Geistflame,https://cards.scryfall.io/normal/front/1/b/1b856f31-ac80-4338-95a5-3f8acda74cfe.jpg?1562826976
Nut Collector,https://cards.scryfall.io/normal/front/1/b/1b866327-a857-485b-9399-4e61828e1d76.jpg?1622846846
Tectonic Hellion,https://cards.scryfall.io/normal/front/1/b/1b86be51-1b0b-49d0-917c-508f12c85c17.jpg?1568003570
Blight Herder,https://cards.scryfall.io/normal/front/1/b/1b87c785-d06d-4965-8637-0444ee7fea90.jpg?1562132513
Battle Mammoth,https://cards.scryfall.io/normal/front/1/b/1b87cd73-9149-4e48-acff-dcfce4bd1b11.jpg?1631054033
Glass Golem,https://cards.scryfall.io/normal/front/1/b/1b87dc27-3cea-4101-aec5-ca0b96978476.jpg?1598917983
Scouting Trek,https://cards.scryfall.io/normal/front/1/b/1b882e68-5c03-4ec6-9982-8c3b09847969.jpg?1562900439
Waking Nightmare,https://cards.scryfall.io/normal/front/1/b/1b892f31-816e-47c0-98b9-d71008bb6af4.jpg?1593860642
"Domri, Anarch of Bolas",https://cards.scryfall.io/normal/front/1/b/1b8ec2a4-e6b1-42a4-9a20-3b55eda4377f.jpg?1580443733
Runeclaw Bear,https://cards.scryfall.io/normal/front/1/b/1b8ef778-2acf-40f0-9a64-6415d2109093.jpg?1562452435
Close Quarters,https://cards.scryfall.io/normal/front/1/b/1b9131c7-4e46-4c01-80b3-a6b055439346.jpg?1562379442
Telling Time,https://cards.scryfall.io/normal/front/1/b/1b921881-6967-477e-a419-6fd7462e768a.jpg?1624879091
Sphinx of Magosi,https://cards.scryfall.io/normal/front/1/b/1b92959c-0995-4bcc-b937-fc272c4540e9.jpg?1561935041
Ayula's Influence,https://cards.scryfall.io/normal/front/1/b/1b9296ca-39a8-4aad-be92-0a56c704e950.jpg?1562202027
Myojin of Roaring Blades,https://cards.scryfall.io/normal/front/1/b/1b948181-4688-455c-97ae-990d0ec50f1d.jpg?1651655517
Entreat the Dead,https://cards.scryfall.io/normal/front/1/b/1b95f579-aa5f-44a7-b23a-9fefdc10260e.jpg?1560912378
Barbed-Back Wurm,https://cards.scryfall.io/normal/front/1/b/1b96810d-72d3-4dee-a29f-cdf85ea5ce6f.jpg?1562718303
Chittering Rats,https://cards.scryfall.io/normal/front/1/b/1b9993c2-eaf7-4163-bd19-8161025cad56.jpg?1675649263
Choking Fumes,https://cards.scryfall.io/normal/front/1/b/1b9af543-5273-4754-ab7d-75d0b632240f.jpg?1562609946
Dawnbreak Reclaimer,https://cards.scryfall.io/normal/front/1/b/1b9c48a5-c80f-43e6-ab4e-fa7bd7b5c3a0.jpg?1692527547
Kobold Taskmaster,https://cards.scryfall.io/normal/front/1/b/1b9c63eb-8d4e-4d8b-8637-308459ef036b.jpg?1562857770
Intimidation,https://cards.scryfall.io/normal/front/1/b/1b9e1724-91cf-422e-909b-ddb69a6f9f76.jpg?1562379443
Putrid Imp,https://cards.scryfall.io/normal/front/1/b/1b9e6c5c-4bc4-4f41-8c2c-f5b8c97c53c5.jpg?1562628793
Helm of the Gods,https://cards.scryfall.io/normal/front/1/b/1ba006c8-0ffc-4e68-9a55-c7b842d3add9.jpg?1562009618
Fallow Wurm,https://cards.scryfall.io/normal/front/1/b/1ba02b6f-6010-47a4-8670-406391a52a68.jpg?1562799607
Ticking Gnomes,https://cards.scryfall.io/normal/front/1/b/1ba051be-123d-48b1-9557-dec405bc1da7.jpg?1562900469
Mystic Zealot,https://cards.scryfall.io/normal/front/1/b/1ba21062-5d13-47b9-bea1-ded8530a9aeb.jpg?1562900188
Feebleness,https://cards.scryfall.io/normal/front/1/b/1ba2660d-b661-4266-b7e5-07bb8b72bce6.jpg?1562900794
Roast,https://cards.scryfall.io/normal/front/1/b/1ba2e9a8-fcbb-4328-b475-36730182b765.jpg?1562783262
"Barrin, Tolarian Archmage",https://cards.scryfall.io/normal/front/1/b/1ba45332-1231-41be-ae79-454674b70ff4.jpg?1675648055
Fleeting Distraction,https://cards.scryfall.io/normal/front/1/b/1ba49d16-e3e4-470a-8ca2-a93a5b358f6e.jpg?1592708539
Obelisk of Undoing,https://cards.scryfall.io/normal/front/1/b/1ba61ccd-4429-4f7c-b9f3-30867878d88e.jpg?1562900796
Arbiter of Knollridge,https://cards.scryfall.io/normal/front/1/b/1ba767e7-b9c6-41ab-aa6b-7ec506a9f76f.jpg?1562701929
Sarah Jane Smith,https://cards.scryfall.io/normal/front/1/b/1ba76f68-e647-4786-903c-92dbd3cef05d.jpg?1693248565
Impetuous Devils,https://cards.scryfall.io/normal/front/1/b/1ba7acc0-6ef0-4c34-be23-118e1872271f.jpg?1576384607
Jandor's Ring,https://cards.scryfall.io/normal/front/1/b/1ba89ebb-ada5-4940-a38b-96c877355b8b.jpg?1539996305
Veteran's Reflexes,https://cards.scryfall.io/normal/front/1/b/1ba8b52a-af98-4a7d-83e5-ab94e058d9a7.jpg?1562901515
Capenna Express // Capenna Express,
Infiltration Lens,https://cards.scryfall.io/normal/front/1/b/1baa10da-2733-4657-a1ea-74eb5a5a82b1.jpg?1562815168
"Kruphix, God of Horizons",https://cards.scryfall.io/normal/front/1/b/1babedec-caf1-4a4b-a151-062ca460cbb6.jpg?1588680957
Merfolk,https://cards.scryfall.io/normal/front/1/b/1bad1c90-a3ea-469e-ba0b-91c75ea5b1a3.jpg?1675456194
Glinting Creeper,https://cards.scryfall.io/normal/front/1/b/1bad2438-0b98-4b07-bba9-dff26aa1fc3a.jpg?1626097537
Bind the Monster // Bind the Monster,
Heat Stroke,https://cards.scryfall.io/normal/front/1/b/1baf2a6c-57ec-4b38-8b08-4b3f800dbe99.jpg?1562799609
"Jodah, the Unifier",https://cards.scryfall.io/normal/front/1/b/1bb0f569-339e-4400-8044-f5b81271ef40.jpg?1681395601
"Jetmir, Nexus of Revels",https://cards.scryfall.io/normal/front/1/b/1bb24fc7-785d-4fa6-8da3-99a9a726bb12.jpg?1675618544
Boggart Birth Rite,https://cards.scryfall.io/normal/front/1/b/1bb4916d-ab50-45c9-bf7e-e7a7e761aef4.jpg?1562339943
"Ramirez DePietro, Pillager",https://cards.scryfall.io/normal/front/1/b/1bb50b63-77c8-44cc-a4c5-1e4f4896e67e.jpg?1674099111
Game Preserve,https://cards.scryfall.io/normal/front/1/b/1bb62356-72bb-4dc1-a2f9-45a3aca62e41.jpg?1562379445
Bant Charm,https://cards.scryfall.io/normal/front/1/b/1bb6e08b-58a9-4f2f-b9b3-1b8864ee5afd.jpg?1592711033
Bumper Cars,https://cards.scryfall.io/normal/front/1/b/1bb790c6-8195-488c-b64d-83faf8699304.jpg?1673915298
Belligerent Guest,https://cards.scryfall.io/normal/front/1/b/1bb844c4-f41c-4411-a80a-c19e1d97b272.jpg?1643590789
Doomed Traveler,https://cards.scryfall.io/normal/front/1/b/1bbfd61b-fba3-4826-817a-e0eed7b8eda0.jpg?1562846335
Sandstorm,https://cards.scryfall.io/normal/front/1/b/1bc0400e-af61-4922-ba7d-7b9a99688262.jpg?1562486472
"Slurrk, All-Ingesting",https://cards.scryfall.io/normal/front/1/b/1bc1783d-751a-490f-abe3-4661a76fce9e.jpg?1613318383
Ankh of Mishra,https://cards.scryfall.io/normal/front/1/b/1bc25f70-c64f-475e-8529-1631bdd3d7dc.jpg?1559591806
Soltari Trooper,https://cards.scryfall.io/normal/front/1/b/1bc2cfc0-bc62-4a36-a30b-77c6912be2e9.jpg?1562428641
Piety Charm,https://cards.scryfall.io/normal/front/1/b/1bc2da43-c0e1-4fbf-b309-a75e105c29c1.jpg?1562901548
A Real Handful,https://cards.scryfall.io/normal/front/1/b/1bc45d25-b74e-4a59-a00d-0db53651386c.jpg?1673917615
Ley Druid,https://cards.scryfall.io/normal/front/1/b/1bc4af41-0dcc-47f9-bff8-6bd90816edb5.jpg?1557432562
Quirion Beastcaller,https://cards.scryfall.io/normal/front/1/b/1bc61eb6-4032-4f29-ac72-958dbab77375.jpg?1681395726
Marang River Prowler,https://cards.scryfall.io/normal/front/1/b/1bc8174c-da93-414e-b89c-c588a2c4ed0c.jpg?1562822946
Rabid Bite,https://cards.scryfall.io/normal/front/1/b/1bc94eac-a96e-4a7b-8594-a1b5fb921f3a.jpg?1673302127
Pillory of the Sleepless,https://cards.scryfall.io/normal/front/1/b/1bc97379-91aa-4bba-80af-8980eeb57630.jpg?1562433445
Zephyr Gull,https://cards.scryfall.io/normal/front/1/b/1bcec8de-c38a-4956-95e9-380177968017.jpg?1605206516
Arbor Armament,https://cards.scryfall.io/normal/front/1/b/1bd2e870-e829-4529-9e2e-1217fbda99d4.jpg?1615334440
Orchard Spirit,https://cards.scryfall.io/normal/front/1/b/1bd3077a-0446-4cf4-9a32-366b4c4085a3.jpg?1562009657
Hammerheim Deadeye,https://cards.scryfall.io/normal/front/1/b/1bd39a59-688f-4465-8f00-540326c41128.jpg?1561966402
Reprieve,https://cards.scryfall.io/normal/front/1/b/1bd3fa8a-6c50-4f7f-9ae3-0810eec5e3db.jpg?1686967885
Battle Angels of Tyr,https://cards.scryfall.io/normal/front/1/b/1bd40caa-0cbb-426d-a988-1d826988e707.jpg?1674138316
Jwar Isle Refuge,https://cards.scryfall.io/normal/front/1/b/1bd4ea87-ca18-43e1-8036-623dd7c405e8.jpg?1562272492
Scarblade Elite,https://cards.scryfall.io/normal/front/1/b/1bd5c2b6-fcb2-4865-a0e5-9af59d94ae5a.jpg?1562877163
Flare,https://cards.scryfall.io/normal/front/1/b/1bd7755f-7ca5-4948-8baf-976823906891.jpg?1617148194
Claws of Valakut,https://cards.scryfall.io/normal/front/1/b/1bd90bc0-93b6-427f-96ad-b303dcc0383f.jpg?1562900831
Converter Beast,https://cards.scryfall.io/normal/front/1/b/1bdd3ecb-8c11-4a4c-a503-bc29f79a9dcb.jpg?1682204691
Rites of Spring,https://cards.scryfall.io/normal/front/1/b/1bddb0ef-fdda-491b-a0cf-48cbdd761918.jpg?1562900220
Sea Eagle,https://cards.scryfall.io/normal/front/1/b/1bddb733-2100-42f8-8ea1-a55d516c5958.jpg?1562873586
Mana Seism,https://cards.scryfall.io/normal/front/1/b/1bde4cba-57b2-485f-9724-0f79d156d664.jpg?1562757963
Nantuko Shaman,https://cards.scryfall.io/normal/front/1/b/1bdfbff4-32fb-4228-a5ec-4bdeb8bb8e70.jpg?1562846455
Unleash Shell,https://cards.scryfall.io/normal/front/1/b/1be13abf-b717-4122-ab2b-7e597a251d52.jpg?1674421295
Game Plan,https://cards.scryfall.io/normal/front/1/b/1be45e44-44b5-438f-9fcd-22c1c6668e11.jpg?1680474212
Rowan's Grim Search,https://cards.scryfall.io/normal/front/1/b/1be6786e-0569-42dd-b03c-82da7b32a14f.jpg?1692937818
Skanos Dragonheart,https://cards.scryfall.io/normal/front/1/b/1be7bfe9-1abb-4562-9182-eb37460a1c6c.jpg?1681412768
Undercity Scavenger,https://cards.scryfall.io/normal/front/1/b/1be7e297-4602-44f8-b919-07015813fd7e.jpg?1584830740
Archon of Cruelty,https://cards.scryfall.io/normal/front/1/b/1be9d9a4-d7ee-4854-abc2-85cabf993ec9.jpg?1626095274
Wakening Sun's Avatar,https://cards.scryfall.io/normal/front/1/b/1becd3c5-c6cf-42ce-963f-aa91061c66d0.jpg?1562900232
Goblin Grenade,https://cards.scryfall.io/normal/front/1/b/1befdfc7-a1e3-4a2a-ad68-7d0fee170f3f.jpg?1562900237
Beacon of Tomorrows,https://cards.scryfall.io/normal/front/1/b/1bf05e3d-601a-481b-8880-24058a3442e9.jpg?1592761510
Cast Out,https://cards.scryfall.io/normal/front/1/b/1bf09533-3849-4756-8ccf-143196cc17d9.jpg?1591319916
Obelisk of Grixis,https://cards.scryfall.io/normal/front/1/b/1bf29333-2fe4-4bd3-855b-8eef8d14c5d6.jpg?1592765988
My Wish Is Your Command,https://cards.scryfall.io/normal/front/1/b/1bf33ac0-772e-45f9-ae69-9f6d5938bcfa.jpg?1562252348
Rural Recruit,https://cards.scryfall.io/normal/front/1/b/1bf35971-f1c4-4ccb-af5c-fd396391bb4b.jpg?1643593282
"Valki, God of Lies // Tibalt, Cosmic Impostor",
Firehoof Cavalry,https://cards.scryfall.io/normal/front/1/b/1bf42d0e-3376-4e5e-823f-2869abb37d09.jpg?1573505500
Village Watch // Village Reavers,
Sizzling Barrage,https://cards.scryfall.io/normal/front/1/b/1bf5843a-a01f-4d1c-b8fe-c586d5160f6e.jpg?1604197870
Ulvenwald Tracker,https://cards.scryfall.io/normal/front/1/b/1bf611cc-6a54-40bb-8fc3-b66d942254db.jpg?1682694478
"Traxos, Scourge of Kroog",https://cards.scryfall.io/normal/front/1/b/1bf72eef-363c-4317-827f-18d8edc231e7.jpg?1562901591
